index,index_start_at,integer,float,name,surname,fullname,email,bool
5995,6050,28,19.2095,Alvin,Knowles,Gene Hall,mitchell@hinson.ma,false
5996,6051,31,10.8329,Regina,Lang,Derek Goldman,jason@mcintosh.zw,true
5997,6052,27,16.461,Nicholas,Bolton,Beth Hawley,joanna@brantley.mm,true
5998,6053,40,18.8829,Terry,Lyons,Willie Upchurch,alvin@ross.tg,false
5999,6054,18,17.1553,Norman,Koch,Alvin Lowry,seth@galloway.pn,true
6000,6055,35,14.4335,Judith,Preston,Florence Goldman,bradley@horowitz.fj,false
6001,6056,11,16.0348,Ronnie,Bolton,Greg Sinclair,connie@wilkerson.pe,false
6002,6057,30,18.0469,Vickie,Barber,Sheryl Lin,jerome@singer.hk,false
6003,6058,22,16.2772,Edwin,Robinson,Leah McPherson,peter@davidson.gw,true
6004,6059,36,19.1921,Craig,Brennan,Lloyd Sawyer,ross@goldberg.pk,true
6005,6060,2,14.9581,Calvin,Abbott,Carrie Chambers,stacy@harris.mh,true
6006,6061,7,10.005,Melinda,Chung,Lynne Nguyen,gretchen@hamrick.gl,true
6007,6062,10,17.5329,Janice,Koch,Gregory Sherrill,jeanette@shelton.bs,false
6008,6063,43,16.1973,Michelle,Justice,Jerry Clarke,darlene@kearney.pm,true
6009,6064,3,17.6656,Willie,Fuller,Guy O,alice@henson.ve,false
6010,6065,32,16.6477,Franklin,Scott,Kristin Wang,oscar@walters.sr,true
6011,6066,9,12.9843,George,Lucas,Stephanie O,ronald@mckee.ad,true
6012,6067,28,16.5959,Catherine,Spencer,Alvin Whitehead,nina@parsons.gw,true
6013,6068,32,13.032,Anita,Wang,George Warner,kim@garcia.gi,false
6014,6069,39,18.9241,Evelyn,Quinn,Wesley Anthony,jim@lucas.mil,false
6015,6070,14,13.398,Glen,McLean,Mike Lindsay,angela@hanson.cw,false
6016,6071,49,14.3771,Bill,Gray,Joanne Bowden,beth@boyette.ki,true
6017,6072,25,10.3678,Colleen,Silverman,Clyde Norman,marvin@copeland.ck,false
6018,6073,42,17.867,Calvin,Berman,Marcia Stephens,betsy@johnson.nc,true
6019,6074,43,15.8396,Vicki,May,Christy Sharpe,nathan@clements.ke,false
6020,6075,23,14.0431,Kristine,May,Leon Dale,karl@hensley.it,true
6021,6076,41,15.9136,Eugene,Chandler,Janet Kern,gladys@nichols.eg,true
6022,6077,31,18.258,Danielle,Fox,Martha Steele,charlotte@mckenzie.us,true
6023,6078,0,15.5858,Glenda,Berry,Hazel Joyce,glenda@bowers.aq,false
6024,6079,30,15.9711,Wesley,McLeod,Gayle Koch,calvin@barefoot.ug,true
6025,6080,2,19.168,Alvin,Song,Randall Ashley,ralph@hartman.cf,true
6026,6081,40,17.2735,Edwin,Blackburn,Rebecca Sullivan,deborah@fisher.pa,true
6027,6082,45,13.5381,Brett,O,Martin Beck,brenda@connolly.mn,true
6028,6083,31,11.6338,Patrick,Brandt,Francis Mueller,vanessa@harmon.si,true
6029,6084,20,14.7864,Russell,Eaton,Lee Creech,natalie@davies.mc,false
6030,6085,8,19.122,Mike,Richmond,Kristine Pittman,jill@beatty.aq,false
6031,6086,22,13.8242,Beth,Shapiro,Peter Baker,jeanette@roy.vi,false
6032,6087,9,10.7497,Jessica,Welch,Lewis York,marion@hardison.gl,false
6033,6088,23,16.9046,Darlene,Scarborough,Peggy Meadows,mary@harrell.cw,true
6034,6089,9,13.553,Elaine,Stone,Randy McKenzie,danny@harrell.vn,true
6035,6090,29,17.4736,Melinda,Hall,Ralph Christian,tammy@vaughn.ax,true
6036,6091,40,16.0808,Willie,Diaz,Marianne Chan,alan@kane.om,true
6037,6092,21,16.7681,Alison,Weeks,Clara Heller,sue@kaplan.mq,true
6038,6093,3,13.7147,Glen,Hendricks,Alex Boyd,joanna@roy.tz,false
6039,6094,22,16.839,Megan,Weiner,Allison Boykin,marshall@nixon.jm,false
6040,6095,25,19.5057,Peggy,Hardy,Kent Rich,franklin@gibson.tf,true
6041,6096,7,13.8221,Patricia,Klein,Jim Weiner,ann@barton.vc,true
6042,6097,5,14.0203,Janice,Love,Joe Kemp,sidney@montgomery.hm,false
6043,6098,28,11.5079,Tina,Lutz,Shelley Burnette,paul@eaton.km,true
6044,6099,28,12.5683,Jose,Lucas,Jennifer Puckett,vickie@gordon.mc,true
6045,6100,4,14.5243,Nicholas,Friedman,Jennifer Dickerson,leon@bowles.gl,true
6046,6101,4,18.7643,Maxine,Conner,Michelle Little,amanda@lang.ws,false
