index,index_start_at,integer,float,name,surname,fullname,email,bool
11989,12044,5,12.6995,Lorraine,Wu,Harvey Burch,wesley@davies.fk,true
11990,12045,32,11.7115,Vincent,Diaz,Joan Bowling,laurence@kaplan.ng,false
11991,12046,30,15.088,Louis,Gonzalez,Kristin McClure,leah@bowman.gg,true
11992,12047,24,13.1947,Glen,Stark,Eleanor Reilly,linda@hedrick.cv,true
11993,12048,14,10.595,Marsha,Christensen,Eddie Allen,maria@reid.pn,false
11994,12049,13,16.4517,Ethel,Hoover,Jeanne McIntosh,jennifer@lindsay.sl,false
11995,12050,16,14.3471,Rhonda,Olson,Barry Hobbs,wesley@carver.gb,true
11996,12051,34,14.2031,Alfred,Puckett,Neal Singh,sandra@hansen.ph,true
11997,12052,0,17.704,Marion,Sherrill,Anne Bray,cynthia@eason.pm,true
11998,12053,32,18.9835,Lois,Cooper,Jerome Lane,samantha@lindsay.lv,true
11999,12054,9,11.4258,Eleanor,Tilley,Evelyn Parsons,bobby@burch.ba,false
12000,12055,3,15.7051,Sandy,Arthur,Claire Harris,nicole@richardson.ru,true
12001,12056,20,13.7851,Renee,Link,Tracey Klein,allen@mclean.dz,false
12002,12057,8,11.1157,Florence,Benson,Brett Jenkins,marilyn@gill.cc,true
12003,12058,37,10.2887,Mark,Donovan,Melanie Mann,eva@fernandez.gh,false
12004,12059,21,17.0728,Larry,Gill,Greg Hirsch,tracy@henderson.sb,false
12005,12060,37,13.8706,Herbert,Berger,Tony Blackburn,mark@atkins.bb,true
12006,12061,49,13.6081,Jeanette,Sutherland,Joan Sullivan,sherri@bowles.is,true
12007,12062,10,16.949,Mitchell,Hodge,Milton Snow,kristin@blanchard.uy,true
12008,12063,5,16.173,Joel,Burnette,Larry Fitzpatrick,guy@aldridge.tl (changed from tp),true
12009,12064,35,13.38,Nina,Little,Stephen Rao,claire@love.bi,false
12010,12065,31,13.3873,Sherry,Hardy,Greg Gould,jordan@hardison.kn,false
12011,12066,25,17.3409,Pat,Diaz,George Hill,faye@holmes.mm,false
12012,12067,18,11.3173,Joanne,Bowling,Jerome Hendrix,steven@bowers.ng,false
12013,12068,18,12.4968,Audrey,Christian,Gene Nance,dianne@diaz.tw,false
12014,12069,2,14.8394,Curtis,Brantley,Willie Sumner,maxine@hughes.ir,false
12015,12070,36,17.6737,Joel,Horn,Eleanor Moss,willie@cannon.nu,true
12016,12071,23,11.082,Jerome,Olson,Marlene MacDonald,rebecca@drake.dj,true
12017,12072,49,17.816,Barry,Denton,Stephanie Blanchard,clifford@vincent.gf,true
12018,12073,7,12.543,Oscar,Rogers,Vickie Kane,mark@hicks.sn,false
12019,12074,33,18.5183,Eleanor,McLean,Anne Grossman,virginia@briggs.vg,false
12020,12075,27,12.0604,Marian,Schwartz,Beth Lynn,marsha@merritt.pf,true
12021,12076,32,17.5854,Ross,Wallace,Sherri Jiang,karen@quinn.gr,true
12022,12077,10,10.7525,Marsha,McMahon,Joanna Walsh,susan@stevenson.sm,true
12023,12078,16,18.6072,Martha,Townsend,Regina Summers,peggy@powers.yt,false
12024,12079,45,13.3641,Ernest,Rosenthal,Ethel Barber,faye@sharp.gs,true
12025,12080,12,13.381,Vincent,Lutz,Shannon Rowland,wanda@singleton.sd,true
12026,12081,14,16.9685,Bonnie,Boyd,Martin Sinclair,russell@mckenzie.lt,false
12027,12082,2,18.0613,Thomas,Daly,Nicholas McNamara,jim@raynor.to,false
12028,12083,44,14.5635,Helen,Greenberg,Wayne Henry,lucille@love.tm,false
12029,12084,40,12.3886,Colleen,French,Tommy Lopez,stacy@godfrey.do,true
12030,12085,40,17.2565,Chris,Connor,Peggy Holmes,susan@casey.et,true
12031,12086,48,12.8945,Stephen,Blackwell,Carrie McKnight,bill@kelley.to,false
12032,12087,7,16.2427,Constance,Crane,Nina Koch,don@baldwin.lr,false
12033,12088,20,12.3616,Ethel,McGuire,Sherry Robertson,alex@christian.hn,true
12034,12089,18,14.162,Dennis,Davis,Megan Carlton,eric@odom.eh,false
12035,12090,1,13.3162,Gayle,Sharpe,Anne Singleton,christina@mcknight.in,true
12036,12091,7,10.1459,Dianne,Hall,Elsie Berry,jeanette@meadows.py,false
12037,12092,34,18.2465,Dwight,Hardison,Harry Joseph,dianne@farmer.ai,true
12038,12093,36,10.1602,Jim,Whitley,Sheryl Lehman,veronica@norman.kh,true
12039,12094,33,19.0695,Joanne,Cates,Gene Meadows,ben@hobbs.hk,true
12040,12095,23,19.1883,Karen,Barton,Betty Kemp,christina@brantley.mk,false
12041,12096,33,11.4366,Michelle,Durham,Kelly Brown,malcolm@chang.co,false
12042,12097,2,16.8349,Malcolm,Garrett,Marsha Sullivan,annette@abbott.bb,false
12043,12098,24,17.9023,Bob,Caldwell,Glen Proctor,alice@butler.hn,false
12044,12099,5,13.8988,Alicia,Walter,Joel Brantley,jenny@o.th,false
12045,12100,25,15.8657,Phyllis,Schultz,Caroline Melton,wesley@coley.ng,true
12046,12101,22,14.5191,Gretchen,Dunlap,Ronald Whitaker,leroy@hardy.pl,true
12047,12102,33,18.0441,Rhonda,Byrne,Brian Diaz,neal@puckett.sn,false
12048,12103,49,18.7053,Gary,Kaplan,Franklin Spivey,judith@honeycutt.pn,false
12049,12104,9,12.4894,Rhonda,Mann,Harriet Wolfe,brenda@hayes.kr,true
12050,12105,48,13.1263,Stacy,Coates,Nina Pitts,geraldine@neal.my,false
12051,12106,17,11.3358,Laura,Crane,Eugene Kirk,claire@bray.me,false
12052,12107,44,13.6271,Jacob,Stephens,James Reid,kim@meadows.me,false
12053,12108,7,15.4908,Oscar,Klein,Judith Schultz,james@rosenthal.je,true
12054,12109,36,18.927,Carolyn,Stevenson,Katharine Kang,donna@coley.ad,true
12055,12110,49,10.9914,Brenda,Hoover,Rose Harris,kay@phillips.ly,false
12056,12111,11,15.1306,Ruth,Barefoot,Chris Weeks,eleanor@moore.va,true
12057,12112,40,14.9745,Dawn,Wagner,Jill Zhang,eddie@gibson.kw,false
12058,12113,49,17.9474,Lillian,Dodson,Hazel Walsh,lillian@bowman.tg,true
12059,12114,6,12.3575,Wesley,Beatty,Richard Norman,tommy@ball.tc,false
12060,12115,15,17.8792,Ashley,Sawyer,Charlene Thomas,marion@schultz.do,true
12061,12116,24,19.6443,Hannah,Hardin,Francis Harmon,lillian@brady.bz,false
12062,12117,33,16.0028,Bobby,Burch,Katherine Dickson,jacob@norman.sz,true
12063,12118,3,15.4058,Hannah,Floyd,Chris McClure,sherri@ford.td,false
12064,12119,7,19.9027,Marshall,Richmond,Joann Pappas,emily@bray.pk,false
12065,12120,30,12.7992,Beth,Knowles,Christian Monroe,tammy@sutherland.sd,true
12066,12121,23,18.7745,Faye,Lindsay,Paula Morse,joel@erickson.sd,false
12067,12122,5,14.5498,Dennis,Burch,Rhonda Garcia,george@walters.pk,true
12068,12123,39,14.625,Jackie,Locklear,Beth Newton,marc@payne.co,false
12069,12124,6,11.4368,Lynn,Rice,Lorraine English,billy@bolton.nu,false
12070,12125,24,19.3909,Alexander,Padgett,Wesley MacDonald,claire@english.um,false
12071,12126,19,16.8983,Dolores,Wrenn,William O,harry@richmond.sv,false
12072,12127,31,18.7744,Allen,Ballard,Jim Fox,hugh@chan.cm,true
12073,12128,25,16.7208,Jackie,Peterson,Geoffrey Cochran,joan@puckett.lr,false
12074,12129,46,14.3779,Harold,Houston,Barry Casey,neal@stanton.rs,true
12075,12130,4,15.7176,Vincent,Wiley,Marc Neal,annie@holloway.dj,true
12076,12131,14,13.3182,Cathy,Hendrix,Tammy Pearson,eva@barr.sb,true
12077,12132,47,19.1907,Sherri,Schroeder,Don Callahan,audrey@rogers.sj,false
12078,12133,20,19.5409,Katherine,Nichols,Heather Haynes,paige@nash.sb,false
12079,12134,47,16.5837,Annie,McCormick,Gayle Stone,kate@nance.mw,false
12080,12135,16,17.1891,Mark,Washington,Peter Eason,marlene@best.tw,false
12081,12136,27,10.3803,Frances,Raynor,Kara Hayes,veronica@norton.gf,false
12082,12137,40,10.5103,Kristine,Long,Florence Harrington,george@gallagher.cf,true
12083,12138,38,16.8127,Jordan,Davidson,Geraldine O,gloria@glass.me,true
12084,12139,25,17.9351,Melinda,Drake,Lois Humphrey,don@baldwin.lb,true
12085,12140,4,10.1643,Mike,Jordan,Donna Rich,ruth@green.mv,true
12086,12141,9,16.8247,Darlene,Baldwin,Dwight Jensen,julia@lam.vi,true
12087,12142,31,10.6664,Linda,McLean,Peter Parrott,don@branch.bf,false
12088,12143,5,17.3896,Gene,Bowers,Donna Bray,nancy@york.kn,false
12089,12144,37,13.6462,Nicholas,Finch,Becky McKay,sherry@guthrie.uy,true
12090,12145,29,10.6338,Adam,Stephens,Claire Conrad,lee@olson.ws,true
12091,12146,14,12.0775,Ben,Coates,Virginia Wong,stephanie@hines.zm,true
12092,12147,33,17.9088,Christina,Kirk,Jerome Woods,lawrence@sherrill.gw,false
12093,12148,45,17.9498,Tracy,Hodge,Bernice Steele,thomas@lane.fj,true
12094,12149,8,13.5562,Kristine,Welch,Marlene Wiley,ann@kramer.mo,true
12095,12150,31,11.823,Clyde,Bowman,Geoffrey Dickinson,nina@murphy.na,false
12096,12151,23,12.0609,Edgar,Moore,Annie Scott,franklin@houston.sh,false
12097,12152,22,16.4154,Kristin,Ritchie,Russell Woods,megan@coble.mc,true
12098,12153,48,11.8593,Lester,Watson,Vickie Hood,bobby@graves.pl,true
12099,12154,32,17.6138,Vanessa,Heath,Dan Ball,mark@knight.gn,false
12100,12155,31,17.4847,Jordan,Farmer,Frances Turner,marc@beach.kh,true
12101,12156,23,14.4705,Annie,McIntosh,Jan Buckley,kenneth@moore.ms,false
12102,12157,10,19.1635,Thomas,Graves,Cecil Blackburn,alice@grimes.ee,true
12103,12158,39,15.3114,Jennifer,Welch,Monica French,dan@chung.no,false
12104,12159,22,16.2147,Willie,Schroeder,Norman Ashley,wayne@pittman.si,false
12105,12160,16,18.531,Danielle,Connor,Tim Bowman,eugene@parks.ar,false
12106,12161,45,14.9095,Alex,Whitley,Patricia Parsons,tonya@baldwin.ws,true
12107,12162,23,17.6797,Edwin,Kent,Sheryl Bowles,sidney@stout.ss,true
12108,12163,35,16.5238,Dorothy,Craven,Christina Lawson,katie@benton.cg,false
12109,12164,42,10.6173,Hazel,Capps,Brian Drake,sidney@dickinson.ms,true
12110,12165,9,19.2694,Bruce,Gill,Peter Ritchie,sarah@massey.gy,false
12111,12166,29,15.0084,Allen,Raynor,Bradley Ritchie,tonya@palmer.ar,true
12112,12167,0,13.451,Marion,Mueller,Allison Winters,mitchell@field.gl,true
12113,12168,5,18.4135,Dean,Sumner,Wesley Case,joseph@rowe.pw,false
12114,12169,28,10.4056,Audrey,Reed,Julie Lanier,peggy@carroll.lc,true
12115,12170,1,13.3716,Greg,Finch,Geraldine McClure,ricky@pittman.pm,false
12116,12171,1,11.0227,Jose,Craven,Hannah Boswell,phyllis@miles.nr,true
12117,12172,34,13.9925,Christine,Olson,Glen MacDonald,darlene@mckenna.fm,false
12118,12173,8,15.6678,Herbert,Atkins,Joseph Griffin,regina@may.nu,true
12119,12174,2,11.975,Scott,Kane,Eddie Coleman,danielle@garcia.bh,false
12120,12175,6,13.3949,Mary,Haynes,Jessica Stanton,ted@nixon.ci,true
12121,12176,8,18.2772,Barry,Knight,Tommy McAllister,joann@bray.cg,false
12122,12177,37,19.2423,Renee,Shaffer,Mark Glover,glen@dunn.tc,false
12123,12178,1,16.1447,Franklin,Gibson,Beth Robinson,martin@li.sv,true
12124,12179,27,14.1112,Laurence,Richmond,Anita Heller,toni@steele.ls,false
12125,12180,9,14.5546,Jean,Petersen,Sharon Sanchez,gilbert@boyd.ye,false
12126,12181,17,18.2731,Priscilla,Britt,Edgar Grant,clyde@clements.mil,false
12127,12182,18,14.1818,Arnold,Lutz,Courtney Bowman,george@lindsay.sh,false
12128,12183,30,18.5588,Kyle,Stevenson,Lewis Nash,kent@stuart.rw,false
12129,12184,27,13.7567,Bob,Brady,Molly Aycock,henry@glover.bg,false
12130,12185,20,17.9928,Edgar,Padgett,Laura Scarborough,bonnie@hill.mo,false
12131,12186,47,19.6144,Annie,Grant,Todd Middleton,tony@lam.lv,true
12132,12187,31,14.7985,Cheryl,Alexander,Jerome Payne,joanna@hardy.uy,true
12133,12188,11,15.7281,Danielle,Banks,Julia Turner,sandra@livingston.fo,false
12134,12189,29,13.1228,Tracey,Cassidy,Jackie Cook,shirley@bowles.fk,false
12135,12190,49,18.2519,Vickie,Rich,Gina McCall,derek@dickerson.gb,true
12136,12191,9,15.6706,Ruth,Daly,Leon Knight,brian@murphy.er,true
12137,12192,40,12.1071,William,Norman,Jacob Mack,ben@baker.fr,false
12138,12193,20,16.6517,Jerome,Stephens,Bobby Hardin,justin@ritchie.bm,false
12139,12194,12,12.2092,Zachary,Garrison,Alex Woodward,gene@nixon.pf,false
12140,12195,27,13.9707,Kathleen,Cobb,Melinda Gay,renee@sharp.ke,false
12141,12196,9,11.5641,Gary,Baldwin,Patrick Gilbert,beth@carver.ph,false
12142,12197,15,14.6528,Roy,O,Marcia Gay,richard@starr.tv,false
12143,12198,45,14.5382,Robyn,Godwin,Tracey Brennan,cheryl@nash.mn,true
12144,12199,21,17.7335,Jeff,Glover,Michelle Kang,allison@berman.gr,false
12145,12200,34,11.5829,Derek,Levin,Robert Li,ryan@lamb.bq,false
12146,12201,31,11.3451,Marion,Harris,Charlotte Wiggins,judith@adkins.pr,false
12147,12202,49,14.4538,Bradley,Chen,Norman Kennedy,erin@mcintyre.tr,false
12148,12203,35,19.3826,Melanie,Jennings,Lori Wall,luis@cannon.ba,true
12149,12204,25,12.215,Tommy,Tyler,Lester Hinson,ben@harrell.jo,true
12150,12205,7,14.8522,Julie,Waters,Jim Mack,phyllis@thompson.bt,false
12151,12206,20,16.203,Lucy,Barton,Marsha Diaz,bradley@bowman.vc,false
12152,12207,31,10.9811,Carrie,Bray,Willie Mangum,ricky@goldman.wf,true
12153,12208,10,18.4857,Curtis,Dunn,Shelley Beatty,lucy@burnett.pl,false
12154,12209,35,17.5378,Kerry,Gray,Caroline Fuller,betsy@smith.ai,false
12155,12210,23,13.4851,Alan,Lam,Alison Robinson,rita@sawyer.sr,false
12156,12211,25,12.5472,Judith,Singleton,Hazel Norman,keith@english.cc,false
12157,12212,5,10.1843,Marian,Chang,Claire Dougherty,gina@cates.mc,false
12158,12213,18,13.8418,Danny,Fleming,Christy Mills,catherine@marsh.jp,false
12159,12214,25,14.6401,Sidney,Glover,Wade Bender,patsy@friedman.la,false
12160,12215,18,14.9036,Tammy,Riley,Jerome Chandler,doris@ferrell.mt,false
12161,12216,24,16.269,Sherri,Harris,Pat Padgett,carl@currie.gy,false
12162,12217,9,16.8543,Ronnie,Ritchie,Christopher Thomas,benjamin@underwood.mx,true
12163,12218,31,17.5796,Kathy,Haynes,Stephanie Waters,shelley@sanchez.id,false
12164,12219,16,10.7812,Wesley,Nixon,Claire Weiner,anne@zhang.yt,false
12165,12220,10,12.7291,Janet,Thompson,Virginia High,jason@bailey.mv,true
12166,12221,44,15.83,Claire,Norman,Vickie Hu,peter@eason.mh,true
12167,12222,32,15.58,Calvin,Francis,Troy Nash,jacob@schwartz.is,false
12168,12223,35,13.1054,Jordan,Middleton,Amanda Merritt,rick@knight.tz,true
12169,12224,19,14.7922,Benjamin,Gallagher,Roger Brantley,bruce@eason.pe,false
12170,12225,12,10.2527,Chris,Hutchinson,Sarah Meadows,annie@hardison.eg,true
12171,12226,18,15.4378,Leslie,Christian,Julian Barbour,erin@grossman.au,false
12172,12227,47,12.0146,Emily,Shelton,Martin Quinn,leigh@neal.ar,true
12173,12228,3,18.8045,Vernon,Anthony,Sandra Schroeder,dennis@roach.kr,true
12174,12229,18,19.153,Sheryl,Beach,Mitchell Clarke,lillian@boyd.gm,true
12175,12230,35,19.3188,Wesley,Walton,Alice Walters,frances@webb.ca,false
12176,12231,23,16.2288,Anita,Shaffer,Karl Burgess,geraldine@mcknight.vi,true
12177,12232,8,14.7691,Lynne,Sellers,Christy Finch,eva@o.ye,false
12178,12233,33,10.2874,Steven,Stanley,Thelma Wilkerson,martin@hardy.tg,false
12179,12234,23,12.7792,Christy,Bradshaw,Jacob Chandler,phyllis@bray.gw,false
12180,12235,16,15.0345,Charlene,Houston,Lynne Mann,kurt@mckenna.sj,true
12181,12236,17,11.8578,Danielle,Zhang,Monica Riddle,chris@hardison.sg,false
12182,12237,33,10.19,Kelly,Lynn,Dorothy Chappell,joshua@cain.com,false
12183,12238,12,12.7532,Brett,Turner,Philip Sharp,brenda@rice.nu,false
12184,12239,17,19.9506,Jessica,Li,Pat Hubbard,tommy@stevenson.pt,true
12185,12240,8,19.1729,Justin,Becker,Gayle Singleton,joan@durham.gh,false
12186,12241,23,11.5897,Kristen,Tilley,Tom Barry,eddie@clapp.gt,false
12187,12242,19,12.0607,Lester,Petersen,Cheryl Kern,bradley@locklear.cd,true
12188,12243,21,14.2718,Rhonda,Moss,Gail Huffman,mark@berger.mt,true
12189,12244,24,12.6351,Dorothy,Wolf,Brian Wang,jean@grant.je,true
12190,12245,16,15.9029,Mark,Song,Franklin Finch,sharon@klein.at,false
12191,12246,46,15.0977,Jerry,Davies,Miriam Burton,gary@barton.gt,false
12192,12247,35,12.4693,Sharon,Haynes,Philip Sharpe,audrey@sawyer.ad,true
12193,12248,26,16.3877,Sandy,Cates,William Hernandez,curtis@cochran.im,false
12194,12249,33,19.1261,Janet,Bishop,Claude Bradley,emma@warner.mm,true
12195,12250,20,18.3863,Christy,Butler,Roberta Heath,constance@stephens.ge,true
12196,12251,3,15.3442,Zachary,Bowman,Annie Proctor,kate@vaughn.ae,true
12197,12252,15,13.6988,Gene,Golden,Nancy Glass,glenda@sims.hu,false
12198,12253,15,16.5042,Marc,Kirk,Craig Donovan,catherine@kang.be,true
12199,12254,18,10.3171,Jeanette,Roy,Cathy McConnell,glenda@hoover.ke,false
12200,12255,29,17.5877,Ken,Dunlap,Geraldine Hobbs,randy@heath.mk,true
12201,12256,40,10.1275,Tim,Merritt,Nina Donovan,leslie@moser.gn,false
12202,12257,30,11.0767,Allen,Parsons,Roger Chandler,katie@stanton.sk,true
12203,12258,45,15.161,Nicholas,O,Marvin Currin,megan@bradley.gd,false
12204,12259,45,13.7476,Scott,Richmond,Linda Pugh,eugene@robinson.tt,true
12205,12260,25,15.0348,Lee,Mayo,Rachel Coley,suzanne@weber.tt,true
12206,12261,16,10.9732,Vincent,Nelson,Craig Boyette,anne@goldberg.dz,true
12207,12262,15,16.9435,Wesley,Chan,Pauline Waters,wanda@pappas.sm,false
12208,12263,10,15.2171,Louise,Archer,Wanda Hardison,alan@barber.bd,true
12209,12264,35,12.6653,Ethel,Gross,Monica Reed,don@griffin.mv,true
12210,12265,14,17.7434,Peter,Reid,Frances Li,heather@sawyer.ye,true
12211,12266,34,17.2084,Karen,Crane,Audrey Stout,wade@kinney.gf,false
12212,12267,49,18.5617,Clifford,Carlson,Keith Houston,megan@chen.cw,true
12213,12268,30,11.1319,Lynne,Finch,Judith Beatty,donna@o.cc,true
12214,12269,4,14.9181,Derek,Ellington,Wayne Garrett,chris@bowers.sk,true
12215,12270,31,18.1815,Leigh,Watkins,Maureen Morris,judith@sullivan.ai,false
12216,12271,22,12.6378,Hugh,Dunn,Gretchen Weiss,geoffrey@house.ar,false
12217,12272,3,17.8375,Claude,Lowe,Wallace Katz,allison@hodge.sh,true
12218,12273,20,15.1662,Dolores,Jennings,Alfred Scarborough,nancy@lancaster.li,false
12219,12274,42,10.7341,Marian,Moore,Lester Terrell,warren@kinney.tc,false
12220,12275,26,14.0222,Lynda,Schultz,Joshua Lynch,leroy@mckay.ad,false
12221,12276,18,15.3213,Richard,Hull,Natalie Dickinson,lois@terrell.gh,false
12222,12277,27,11.1894,Jon,Whitehead,Gordon Monroe,peter@vaughan.ec,true
12223,12278,11,12.7605,Brooke,Goldstein,Melissa McMahon,ralph@field.tv,true
12224,12279,19,10.7396,Jenny,Sykes,Peter Pickett,ruth@harmon.zw,false
12225,12280,13,14.4227,Chris,Lyons,Arnold Brady,sandra@lucas.sz,true
12226,12281,48,18.2056,Allison,Yates,Sue Fleming,leo@lamb.mq,true
12227,12282,23,11.2766,Ralph,McKay,Joseph Sumner,ronald@cherry.gf,false
12228,12283,5,14.7535,Brenda,Lowry,Pat Rosenberg,larry@harris.cg,true
12229,12284,2,17.2492,Mike,Wu,Dorothy Vick,gayle@nash.ax,true
12230,12285,35,15.7027,Karen,Levine,Marsha Cobb,patrick@weiss.es,true
12231,12286,3,14.2156,Mary,Lindsay,Gene O,brett@fink.pl,true
12232,12287,20,10.9407,Penny,Cooke,Alex Weber,miriam@crabtree.kh,true
12233,12288,44,10.6296,Ben,Weiner,Leslie Curtis,anne@francis.mg,false
12234,12289,46,14.3119,Samantha,Burgess,Amy French,kenneth@mcintyre.gr,true
12235,12290,45,12.491,Warren,Li,Sidney Hedrick,jennifer@fletcher.by,true
12236,12291,26,19.3264,Lucille,Walton,Rita Fisher,denise@paul.ss,true
12237,12292,12,14.218,Gina,Richardson,Vanessa Wilkerson,lynda@pugh.gs,true
12238,12293,26,12.1536,Jeanette,Sharma,Vanessa Pickett,cheryl@stephens.fo,false
12239,12294,46,15.2539,Ben,Frederick,Wesley Spivey,dennis@barbour.hr,false
12240,12295,18,10.5215,Maurice,McLean,Joanne Link,marianne@crawford.gt,true
12241,12296,16,19.3206,Betty,Bowling,Hazel Wall,gary@pitts.vc,true
12242,12297,14,15.3559,Milton,Padgett,Harriet Love,arnold@norman.sb,false
12243,12298,15,17.7232,Audrey,Ashley,Max Welch,stacy@pickett.uz,true
12244,12299,42,10.059,Richard,Leach,Keith Rao,leslie@ayers.my,false
12245,12300,18,19.4797,Theodore,Harrell,Renee Reid,glenn@townsend.so,true
12246,12301,0,11.8782,Stacy,Bradshaw,Edgar Weiner,pauline@cooper.cr,true
12247,12302,24,15.5483,Clifford,Sullivan,Joan Conway,janet@barton.so,true
12248,12303,27,18.6311,Clifford,Currie,Eugene Cannon,amanda@rosenthal.kr,false
12249,12304,40,11.6308,Vickie,Mann,Joseph Currie,ashley@schroeder.ro,true
12250,12305,36,15.3118,Lester,Carlson,Barbara Katz,kurt@johnson.ve,false
12251,12306,10,11.5444,Steve,Burke,Kimberly Cooke,justin@gilbert.be,true
12252,12307,16,19.4515,Sandra,Hu,Lisa Hill,betsy@mckenzie.gr,false
12253,12308,30,16.9178,Karen,Creech,Floyd Scarborough,bernice@dale.bq,false
12254,12309,19,19.8724,Thomas,Bowles,Pauline Kent,leo@hill.ga,false
12255,12310,25,13.4853,Denise,Chang,Tonya Houston,shawn@singleton.es,true
12256,12311,41,11.4489,Janet,Garcia,Tommy Petersen,darlene@burnette.bj,true
12257,12312,43,15.0242,Jenny,Cox,Jessica Proctor,clyde@cash.cg,false
12258,12313,23,14.2598,Joann,Morris,Leroy Li,monica@schultz.bb,false
12259,12314,38,13.7371,Leigh,Spivey,Sheryl Stout,jackie@mckay.ws,false
12260,12315,32,13.9714,Joyce,Riley,Emily McLaughlin,eugene@pritchard.az,false
12261,12316,22,13.2035,Douglas,Newton,Adam Horowitz,sheryl@melton.hu,true
12262,12317,31,13.2246,Tom,Jiang,Kristen Cannon,marion@mccall.ec,false
12263,12318,20,19.6278,Bonnie,Morris,Jeanne Rogers,troy@harmon.iq,false
12264,12319,49,12.0711,Emily,Singleton,Dolores Weber,kent@anthony.id,false
12265,12320,48,11.3064,Jordan,House,Katie Park,peggy@goldman.ie,true
12266,12321,7,14.4768,Malcolm,Harmon,Karen Gould,randy@reilly.uy,true
12267,12322,40,17.8895,Wesley,Stanton,Sidney Gray,robert@waller.gq,true
12268,12323,20,16.6242,Stephanie,Pitts,Heather Callahan,lester@chan.st,true
12269,12324,23,18.3658,Julia,Farrell,Erika Owen,allan@livingston.km,false
12270,12325,28,18.3832,Barry,Mitchell,Emily Boykin,marian@jones.um,false
12271,12326,6,18.7439,Tracey,Walton,Tamara Owen,kathy@welch.il,false
12272,12327,44,10.7126,Leo,Holmes,Martha Chung,vincent@crane.fr,true
12273,12328,30,16.7821,Craig,Nash,Katharine Cooper,wesley@chase.tr,false
12274,12329,7,19.6997,Jerome,McKenzie,George Webb,henry@cook.do,true
12275,12330,10,12.0791,Dennis,McKenzie,Karen Goldman,sherri@marks.sx,false
12276,12331,47,11.0814,Sara,Peterson,William Vick,dianne@hensley.it,false
12277,12332,37,19.402,Eileen,Jones,Jose Brady,lori@pitts.mz,false
12278,12333,15,14.9012,Martin,McGuire,Beth Turner,luis@harrell.kz,true
12279,12334,24,16.022,Katie,Moss,Lois Graves,kevin@lindsay.ck,false
12280,12335,28,17.5096,Leo,English,Jason Olsen,lester@raynor.uy,true
12281,12336,43,14.1546,Melanie,Newton,Ruth Merritt,tamara@wu.mu,true
12282,12337,24,10.0446,Elaine,Chase,Thelma May,ashley@koch.is,true
12283,12338,45,15.1963,Lillian,Morgan,Kimberly Garrett,jessica@fisher.va,true
12284,12339,20,12.7297,Allan,Boyette,Dana Bowers,regina@lehman.cc,true
12285,12340,49,10.5221,Terry,Underwood,Benjamin Barefoot,anita@dickson.kp,false
12286,12341,21,18.7109,Evelyn,Wiley,Benjamin Lowe,ronald@stark.kg,false
12287,12342,41,17.3577,Peggy,McKinney,Oscar Kern,geraldine@livingston.pg,false
12288,12343,1,18.3611,Ashley,Clements,Jackie Hobbs,katherine@chan.yt,false
12289,12344,43,12.3621,Elisabeth,Silverman,Marcia Hardison,judith@haynes.ga,false
12290,12345,9,10.4332,Helen,Brady,Eugene Horn,thelma@siegel.pg,true
